gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,pred_prob,tenure_bucket,RiskTier,RetentionAction,OfferGiven,Retained_After_Offer,Updated_Churn_Label,Scaled_Action
Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,0,0.06214444860816002,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,0,0.11212962344288827,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,1,0.8043999910354614,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0,0.5056788265705109,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,0,0.29214219450950624,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,0,0.013279847614467145,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,1397.475,0,0.011012250557541847,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,0,0.10063818767666817,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,0,0.021724296361207963,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,1,0.6976397156715393,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,1,0.8998445749282837,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,1,0.38707146644592283,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,0,0.10290866121649742,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,0,0.2585677862167358,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,1,0.33788501024246215,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,0,0.013997325114905835,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,1,0.6035820066928863,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,0,0.3699458956718445,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,0,0.16445513144135476,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,1,0.5447137236595154,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,0,0.32761511504650115,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,1,0.7196802496910095,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,1,0.35560422539711,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,1,0.6085799396038055,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,0,0.29181309044361115,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,198.6,0,0.10049850568175316,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,0,0.293494725227356,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,1,0.4631935000419617,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,0,0.016842682287096976,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,0,0.018992505595088006,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,0,0.18891314119100572,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,0,0.22513266205787658,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,0,0.2734614610671997,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,0,0.06852286253124476,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,0,0.18946957886219024,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,0,0.18695567846298217,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,0,0.10156606733798981,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,0,0.18560491800308226,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,0,0.1445170134305954,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,0,0.11623235419392586,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,0,0.0017167381942272187,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,0,0.5063488841056824,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,1,0.578293913602829,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,0,0.29118006527423856,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,0,0.011012250557541847,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,0,0.026135363057255744,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,1,0.5217865586280823,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,0,0.3373906046152115,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,0,0.1061710886657238,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1,0.9440976619720459,0-6,High,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.,Yes,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,0,0.33891778588294985,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
